x,y
0.0,292.0735492403948
0.7070707070707071,214.16433525443483
1.4141414141414141,230.60692940107117
2.121212121212121,303.3350479883373
2.8282828282828283,251.71412173653042
3.5353535353535355,210.07919945805577
4.242424242424242,287.4713048940588
4.94949494949495,291.4422343421969
5.656565656565657,215.51577761804435
6.363636363636363,255.59161927614838
7.070707070707071,313.74169741308424
7.777777777777778,246.2568557196641
8.484848484848484,227.65460998708556
9.191919191919192,308.6354205473539
9.8989898989899,287.6610815682521
10.606060606060606,221.44044134249054
11.313131313131313,281.28885955323096
12.02020202020202,319.19537343085744
12.727272727272727,242.7267147265156
13.434343434343434,249.1559372140338
14.141414141414142,325.7801031874833
14.848484848484848,282.09615938416806
15.555555555555555,232.33519375502902
16.262626262626263,306.1210722662644
16.96969696969697,320.1399751484155
17.67676767676768,242.46470174739574
18.383838383838384,273.424597670146
19.09090909090909,338.18181413493176
19.7979797979798,276.2916594812662
20.505050505050505,248.100600237066
21.21212121212121,328.5970591679892
21.91919191919192,317.4696677521853
22.626262626262626,246.4854718149736
23.333333333333332,299.0256681767253
24.04040404040404,345.5906372605881
24.747474747474747,271.815697246295
25.454545454545453,268.15085354288647
26.161616161616163,347.46090945335885
26.86868686868687,312.43959317162955
27.575757575757574,255.37601082096106
28.282828282828284,324.3911740660159
28.98989898989899,348.2552350517133
29.696969696969695,270.10372326440734
30.404040404040405,291.47227120164854
31.11111111111111,361.81741220497474
31.818181818181817,306.5405344120229
32.525252525252526,269.2370204171587
33.23232323232323,347.9766636263422
33.93939393939394,346.89801773184763
34.64646464646464,272.31518243264776
35.35353535353536,316.72451958285785
36.06060606060606,371.22145015406187
36.76767676767677,301.3500492961612
37.474747474747474,287.6728621736274
38.18181818181818,368.41543359744514
38.888888888888886,342.64300499081816
39.5959595959596,279.2177343844547
40.303030303030305,342.37445661641016
41.01010101010101,375.7224480958814
41.717171717171716,298.3749390667795
42.42424242424242,309.831065147858
43.13131313131313,384.6550051028113
43.83838383838384,336.903583891242
44.54545454545455,291.1105967147494
45.25252525252525,366.8492279324063
45.95959595959596,375.8594374401621
46.666666666666664,298.9007825828799
47.37373737373738,334.4874517274023
48.08080808080808,396.0622218374825
48.78787878787879,331.2413711960502
49.494949494949495,307.7946657798074
50.2020202020202,388.6933285824358
50.90909090909091,372.6072297395248
51.61616161616162,303.8635612887574
52.323232323232325,360.1683812696352
53.03030303030303,402.4864756412624
53.73737373737374,327.2102738095084
54.44444444444444,328.59239874202905
55.15151515151515,406.71394650998275
55.85858585858586,367.27907418700266
56.56565656565657,313.7561941993458
57.27272727272727,385.29790456202556
57.97979797979798,404.27474589290773
58.686868686868685,326.20131910749524
59.39393939393939,352.415471483059
60.101010101010104,420.10007409586495
60.80808080808081,361.3955194873755
61.515151515151516,328.57931610929603
62.22222222222222,408.3551345874848
62.92929292929293,402.2369509250379
63.63636363636363,329.3037500533553
64.34343434343434,377.8734562173307
65.05050505050505,428.50349356610445
65.75757575757575,356.5325752626635
66.46464646464646,347.8412142038031
67.17171717171718,428.0261189019943
67.87878787878788,397.5650713899872
68.58585858585859,337.1962558305612
69.29292929292929,403.41266650244177
70.0,432.07354924039396
