x,y
-5.0,0.010799299167138269
-4.898989898989899,0.005703746182298897
-4.797979797979798,0.006032542450728458
-4.696969696969697,0.05934062173047741
-4.595959595959596,0.02056204937227546
-4.494949494949495,-0.026138773058681085
-4.393939393939394,0.04902085834907709
-4.292929292929293,0.001903593056266359
-4.191919191919192,0.06892303721663467
-4.090909090909091,0.018893751765653707
-3.9898989898989896,-0.0020081004057230924
-3.888888888888889,-0.03477183674976313
-3.787878787878788,0.04238385634017349
-3.686868686868687,-0.03489345656609131
-3.5858585858585856,-0.002146042351996812
-3.484848484848485,0.007802529983254163
-3.383838383838384,-0.031540548691568894
-3.282828282828283,0.025273260241441154
-3.1818181818181817,0.0521204959549422
-3.080808080808081,0.03240178412985138
-2.9797979797979797,0.049586725359968935
-2.878787878787879,-0.034954186039175876
-2.7777777777777777,0.04644903106175182
-2.676767676767677,0.04024034713185854
-2.5757575757575757,0.03129655463170103
-2.474747474747475,-0.029311405724777757
-2.3737373737373737,-0.010976424415616285
-2.272727272727273,0.011008050036483905
-2.1717171717171717,0.06950872859239303
-2.070707070707071,0.0489603762098262
-1.9696969696969697,0.024847114725131646
-1.868686868686869,-0.027199125957344972
-1.7676767676767677,-0.00900499816241987
-1.6666666666666665,0.06813274924917084
-1.5656565656565657,-0.011811886320682287
-1.4646464646464645,0.11223801383197364
-1.3636363636363638,0.04613163440127766
-1.2626262626262625,0.11353039410631499
-1.1616161616161618,0.11171944077863714
-1.0606060606060606,0.05502102434798039
-0.9595959595959593,0.09972524542728126
-0.858585858585859,0.15752474458160615
-0.7575757575757578,0.16719928846337076
-0.6565656565656566,0.2554289125140645
-0.5555555555555554,0.30232364075618023
-0.45454545454545503,0.2769168209761596
-0.3535353535353538,0.3019370595178288
-0.2525252525252526,0.4167296118415312
-0.15151515151515138,0.4341497615054118
-0.050505050505050164,0.4648534696683254
0.050505050505050164,0.4716387468238067
0.15151515151515138,0.5918265243974805
0.2525252525252526,0.6433217681520307
0.3535353535353538,0.6337796929147366
0.45454545454545414,0.7609027288960464
0.5555555555555554,0.765420556191445
0.6565656565656566,0.7565624023567008
0.7575757575757578,0.8044125849573651
0.8585858585858581,0.8469032917852342
0.9595959595959593,0.9358825075355209
1.0606060606060606,0.9136717456819721
1.1616161616161618,0.9869181102148913
1.262626262626262,0.8960616555857984
1.3636363636363633,0.9613206004688312
1.4646464646464645,0.9417154329479047
1.5656565656565657,0.9683513109999107
1.666666666666667,0.9933066689315156
1.7676767676767673,1.0222110139944716
1.8686868686868685,0.9816136956795329
1.9696969696969697,0.9476191805616025
2.070707070707071,0.9869394717672617
2.1717171717171713,1.0455498286443832
2.2727272727272725,0.9544951066103756
2.3737373737373737,1.0744257051924633
2.474747474747475,0.9307132772164689
2.5757575757575752,1.0055197936517684
2.6767676767676765,0.959511138981781
2.7777777777777777,0.9749895106776906
2.878787878787879,1.032787162782936
2.9797979797979792,1.0095460855952705
3.0808080808080813,1.0575040393326027
3.1818181818181817,1.0331180647147271
3.282828282828282,1.0343583899594773
3.383838383838384,0.9021575565776078
3.4848484848484844,0.9667940264409693
3.5858585858585865,1.0256888238509134
3.686868686868687,0.9808740677279908
3.787878787878787,0.9568244096918097
3.8888888888888893,1.0367828067805906
3.9898989898989896,1.032023867938969
4.09090909090909,0.9674192737627657
4.191919191919192,1.008231776664427
4.292929292929292,0.8778661533972182
4.3939393939393945,1.002862280827698
4.494949494949495,1.0302610342176246
4.595959595959595,1.0715747691517679
4.696969696969697,1.0340064306486596
4.797979797979798,1.0157532524364477
4.8989898989899,0.9897305382205188
5.0,0.9964184664191738
